"x","y","lst","local_g","cluster"
-5.3875,35.6625,28.0336336583706,-1.35380806740038,"Moderate Cool"
-5.3625,35.6625,28.1891898073235,-1.23045786436611,"Moderate Cool"
-5.3375,35.6625,28.1225228863437,-1.29905413457559,"Moderate Cool"
-5.3125,35.6625,27.8780783571282,-1.71488755657494,"Moderate Cool"
-5.2875,35.6625,27.4790042442007,-2.24782699788294,"Cold Spot (LL)"
-5.2625,35.6625,26.7003009608201,-1.92433521856172,"Moderate Cool"
-5.9875,35.6375,26.8153007319383,-2.92586889843276,"Cold Spot (LL)"
-5.9625,35.6375,27.3780783571282,-2.7243051970479,"Cold Spot (LL)"
-5.9375,35.6375,27.9336337007561,-1.9544796557428,"Moderate Cool"
-5.9125,35.6375,28.2003009608201,-1.36841694817628,"Moderate Cool"
-5.8875,35.6375,28.3114122838589,-1.05787475746358,"Moderate Cool"
-5.8625,35.6375,28.3891890867696,-0.865630659966085,"Moderate Cool"
-5.8375,35.6375,28.4336332769009,-0.717767274248315,"Moderate Cool"
-5.8125,35.6375,28.489189044384,-0.542794191095942,"Moderate Cool"
-5.7875,35.6375,28.5780782723571,-0.429385002103206,"Moderate Cool"
-5.7625,35.6375,28.6003005793504,-0.325890380973946,"Moderate Cool"
-5.7375,35.6375,28.5669671188605,-0.247081310381104,"Moderate Cool"
-5.7125,35.6375,28.6225228863437,-0.138630342410243,"Moderate Cool"
-5.6875,35.6375,28.7447455748067,-0.0202679076217228,"Moderate Cool"
-5.6625,35.6375,28.8558560501349,0.110402848648345,"Moderate Warm"
-5.6375,35.6375,28.9780778908874,-0.0348486052484218,"Moderate Cool"
-5.6125,35.6375,28.5780784842847,-0.288954716865311,"Moderate Cool"
-5.5875,35.6375,28.300300706507,-0.626731974839999,"Moderate Cool"
-5.5625,35.6375,28.3558560501349,-0.747403413918429,"Moderate Cool"
-5.5375,35.6375,28.5003001978807,-0.515683076897535,"Moderate Cool"
-5.5125,35.6375,28.8336339550693,-0.429161782812882,"Moderate Cool"
-5.4875,35.6375,28.6447451933369,-0.648593730895181,"Moderate Cool"
-5.4625,35.6375,28.0336338702982,-1.14192005834998,"Moderate Cool"
-5.4375,35.6375,27.8336337431416,-1.48214850564321,"Moderate Cool"
-5.4125,35.6375,28.0225225048739,-1.38338577502489,"Moderate Cool"
-5.3875,35.6375,28.3114118600036,-1.00613674699005,"Moderate Cool"
-5.3625,35.6375,28.5003001978807,-0.759589165689862,"Moderate Cool"
-5.3375,35.6375,28.5669671188605,-0.75952912129199,"Moderate Cool"
-5.3125,35.6375,28.4558557958218,-1.04767790418608,"Moderate Cool"
-5.2875,35.6375,28.1447452463189,-1.47702711263507,"Moderate Cool"
-5.2625,35.6375,28.111411732847,-1.80659355974191,"Moderate Cool"
-5.9875,35.6125,26.5784254959039,-2.92207496207762,"Cold Spot (LL)"
-5.9625,35.6125,27.2891895530103,-2.65984662192361,"Cold Spot (LL)"
-5.9375,35.6125,27.8114118600036,-1.8369763018882,"Moderate Cool"
-5.9125,35.6125,28.0447448118672,-1.30451988564939,"Moderate Cool"
-5.8875,35.6125,28.1780786538269,-1.0456862333218,"Moderate Cool"
-5.8625,35.6125,28.289189764938,-0.90514457116984,"Moderate Cool"
-5.8375,35.6125,28.3558560501349,-0.813923941932309,"Moderate Cool"
-5.8125,35.6125,28.3780783571282,-0.712890964714163,"Moderate Cool"
-5.7875,35.6125,28.5225225048739,-0.665949067083943,"Moderate Cool"
-5.7625,35.6125,28.4669667373908,-0.530495595662459,"Moderate Cool"
-5.7375,35.6125,28.5891894258538,-0.412129366069934,"Moderate Cool"
-5.7125,35.6125,28.6891898073235,-0.18784656205033,"Moderate Cool"
-5.6875,35.6125,28.8114118600036,-0.000501243827306603,"Moderate Cool"
-5.6625,35.6125,28.8669669917039,0.184322254072824,"Moderate Warm"
-5.6375,35.6125,28.989189044384,0.0981996312463556,"Moderate Warm"
-5.6125,35.6125,28.8225230135002,-0.0941116179716591,"Moderate Cool"
-5.5875,35.6125,28.5558559653639,-0.454041319476392,"Moderate Cool"
-5.5625,35.6125,28.3669672036315,-0.663626674941195,"Moderate Cool"
-5.5375,35.6125,28.3669672036315,-0.5724690525746,"Moderate Cool"
-5.5125,35.6125,28.6669675003302,-0.446552507377496,"Moderate Cool"
-5.4875,35.6125,28.6447451933369,-0.48845461998354,"Moderate Cool"
-5.4625,35.6125,28.3336337431416,-0.774525134889873,"Moderate Cool"
-5.4375,35.6125,28.1447451933369,-1.03586477793682,"Moderate Cool"
-5.4125,35.6125,28.1336340398403,-0.944715854280522,"Moderate Cool"
-5.3875,35.6125,28.4447450661804,-0.705438537306407,"Moderate Cool"
-5.3625,35.6125,28.6669675003302,-0.481044075776563,"Moderate Cool"
-5.3375,35.6125,28.611411732847,-0.424428359041358,"Moderate Cool"
-5.3125,35.6125,28.5225225048739,-0.616675165301185,"Moderate Cool"
-5.2875,35.6125,28.3225228015726,-0.840792305516378,"Moderate Cool"
-5.2625,35.6125,28.2431582671643,-1.39978651037467,"Moderate Cool"
-5.9875,35.5875,26.6777078369956,-2.86856359748377,"Cold Spot (LL)"
-5.9625,35.5875,27.3558560501349,-2.49385946827954,"Cold Spot (LL)"
-5.9375,35.5875,27.8336339550693,-1.71868246274283,"Moderate Cool"
-5.9125,35.5875,28.0558559653639,-1.32175495695882,"Moderate Cool"
-5.8875,35.5875,28.1669675003302,-1.16642205909874,"Moderate Cool"
-5.8625,35.5875,28.2003009608201,-1.12450461433583,"Moderate Cool"
-5.8375,35.5875,28.2558567283033,-1.14169612794184,"Moderate Cool"
-5.8125,35.5875,28.2669672460171,-1.15646777620181,"Moderate Cool"
-5.7875,35.5875,28.2558560925204,-1.08256661744686,"Moderate Cool"
-5.7625,35.5875,28.333633531214,-0.865683251749567,"Moderate Cool"
-5.7375,35.5875,28.5336336583706,-0.596955449921882,"Moderate Cool"
-5.7125,35.5875,28.7003009608201,-0.237110675020986,"Moderate Cool"
-5.6875,35.5875,28.9558557958218,-0.00530378403448728,"Moderate Cool"
-5.6625,35.5875,28.9336332769009,0.206553212073069,"Moderate Warm"
-5.6375,35.5875,28.9336332769009,0.186843968760722,"Moderate Warm"
-5.6125,35.5875,28.8447451085659,0.0611193923988665,"Moderate Warm"
-5.5875,35.5875,28.7669674579447,-0.360236462590258,"Moderate Cool"
-5.5625,35.5875,28.2891893410827,-0.651379773526903,"Moderate Cool"
-5.5375,35.5875,28.2447451509514,-0.757362473833646,"Moderate Cool"
-5.5125,35.5875,28.5336336583706,-0.601882572964017,"Moderate Cool"
-5.4875,35.5875,28.5891894258538,-0.439229837858288,"Moderate Cool"
-5.4625,35.5875,28.5336336583706,-0.523044563045246,"Moderate Cool"
-5.4375,35.5875,28.4558557958218,-0.717747065945013,"Moderate Cool"
-5.4125,35.5875,28.3558558382073,-0.707984172640949,"Moderate Cool"
-5.3875,35.5875,28.5447448118672,-0.616655259233104,"Moderate Cool"
-5.3625,35.5875,28.6558563468336,-0.483517801051575,"Moderate Cool"
-5.3375,35.5875,28.5669671188605,-0.439249803366398,"Moderate Cool"
-5.3125,35.5875,28.5225225048739,-0.535373418261583,"Moderate Cool"
-5.2875,35.5875,28.4002998164109,-0.732316082526598,"Moderate Cool"
-5.2625,35.5875,28.180856442201,-1.02632580273086,"Moderate Cool"
-5.2375,35.5875,28.0003001978807,-1.25009902289324,"Moderate Cool"
-6.0125,35.5625,26.7565506985597,-3.07756238599622,"Cold Spot (LL)"
